STT,Ma so thue,Ten cong ty,Ngay cuoi,Note,,,,,,
1443,0312835967,CÔNG TY CỔ PHẦN ĐẦU TƯ CAO SU VIỆT NAM,,"CV 4020/CSKT-P5, Bộ CA",,,,,,
1444,0314665809,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ ĐẦU TƯ PHÁT TRIỂN ĐỨC MẠNH,,"CV 4020/CSKT-P5, Bộ CA",,,,,,
1445,0314774188,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ THIÊN LÝ SPACE,,"CV 4020/CSKT-P5, Bộ CA",,,,,,
1446,0315092195,CÔNG TY TNHH NÔNG TRANG HOA CẢI,,"CV 4020/CSKT-P5, Bộ CA",,,,,,
1447,0315208227,CÔNG TY TNHH THƯƠNG MẠI ĐẦU TƯ OGIN,,"CV 4020/CSKT-P5, Bộ CA",,,,,,
1448,0315694538,CÔNG TY TNHH KINH DOANH THƯƠNG MẠI SÀI GÒN VIP,,"CV 4020/CSKT-P5, Bộ CA",,,,,,
1449,0305639376,CÔNG TY TNHH CAO SU ĐẠI THẮNG,,"CV 4020/CSKT-P5, Bộ CA",,,,,,
1450,0313726706,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ PHAN TIẾN THỊNH,,"CV 4020/CSKT-P5, Bộ CA",,,,,,
1451,0314147028,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ HÀ NGUYÊN LAM,,"CV 4020/CSKT-P5, Bộ CA",,,,,,
1452,0314225910,CÔNG TY TNHH MỘT THÀNH VIÊN ĐẦU TƯ THƯƠNG MẠI DỊCH VỤ AN LỘC PHÁT,,"CV 4020/CSKT-P5, Bộ CA",,,,,,
1453,0314658255,CÔNG TY TNHH ELENA BEAUTY,,"CV 4020/CSKT-P5, Bộ CA",,,,,,
1454,0314906148,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ XÂY DỰNG GREEN LINE,,"CV 4020/CSKT-P5, Bộ CA",,,,,,
1455,0314928575,CÔNG TY TNHH THƯƠNG MẠI NAM NHẬT VY,,"CV 4020/CSKT-P5, Bộ CA",,,,,,
1456,0315124425,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ NHÂM KIẾN,,"CV 4020/CSKT-P5, Bộ CA",,,,,,
1457,0315130362,CÔNG TY TNHH ĐẦU TƯ TƯ VẤN THIẾT KẾ XÂY DỰNG KHÔNG GIAN SỐNG,,"CV 4020/CSKT-P5, Bộ CA",,,,,,
1458,0315146612,CÔNG TY TNHH THE FOODTECH,,"CV 4020/CSKT-P5, Bộ CA",,,,,,
1459,0315240580,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VẠN ĐẠI HẢI,,"CV 4020/CSKT-P5, Bộ CA",,,,,,
1460,0315348016,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ PHÂN PHỐI AN GIA TÂM,,"CV 4020/CSKT-P5, Bộ CA",,,,,,
1461,1201500678-001,CHI NHÁNH CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ THÀNH MINH KHANG,,"CV 4020/CSKT-P5, Bộ CA",,,,,,
1462,1201524051-001,CHI NHÁNH CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI MỘC LAN,,"CV 4020/CSKT-P5, Bộ CA",,,,,,
1463,0314426624,CÔNG TY TNHH ADVANTA GROUP,,"CV 4020/CSKT-P5, Bộ CA",,,,,,
1464,0302158441,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI THÀNH LONG,,"CV 4020/CSKT-P5, Bộ CA",,,,,,
1465,0302653968,Cty TNHH THƯƠNG MẠI ÁNH SÁNG,,"CV 4020/CSKT-P5, Bộ CA",,,,,,
1466,0302741420,CÔNG TY TNHH THƯƠNG MẠI HÒA THUẬN,,"CV 4020/CSKT-P5, Bộ CA",,,,,,
1467,0302910157,CÔNG TY CỔ PHẦN CAO SU VIỆT PHÚ THỊNH,,"CV 4020/CSKT-P5, Bộ CA",,,,,,
1468,0310760498,CÔNG TY TNHH THƯƠNG MẠI SẢN XUẤT ORO,,"CV 4020/CSKT-P5, Bộ CA",,,,,,
1469,0312228049,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN ĐÔNG NAM,,"CV 4020/CSKT-P5, Bộ CA",,,,,,
1470,0312397551,CÔNG TY TNHH PHÁT TRIỂN PTN,,"CV 4020/CSKT-P5, Bộ CA",,,,,,
1471,0314032108,CÔNG TY CỔ PHẦN CÔNG NGHỆ HỮU CƠ ĐỆ NHẤT,,"CV 4020/CSKT-P5, Bộ CA",,,,,,
1472,0313009427,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ TRƯỜNG GIA HƯNG,,"CV 4020/CSKT-P5, Bộ CA",,,,,,
1473,0314077363,CÔNG TY TNHH XÂY DỰNG SẢN XUẤT THƯƠNG MẠI THIÊN HƯNG,,"CV 4020/CSKT-P5, Bộ CA",,,,,,
1474,0314522381,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ HỒNG QUÂN QUYÊN,,"CV 4020/CSKT-P5, Bộ CA",,,,,,
1475,0314556905,CÔNG TY TNHH TM DV HƯNG THIÊN THÀNH,,"CV 4020/CSKT-P5, Bộ CA",,,,,,
1476,0314901693,CÔNG TY TNHH THƯƠNG MẠI TRẦN NGUYỄN NGUYÊN TRƯỜNG,,"CV 4020/CSKT-P5, Bộ CA",,,,,,
1477,0313174269,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ PHƯƠNG CHÍ HIỆP,,"CV 4020/CSKT-P5, Bộ CA",,,,,,
1478,0310713265,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ NAM ĐẠT,,"CV 4020/CSKT-P5, Bộ CA",,,,,,
1479,0316218845,CÔNG TY TNHH KINH DOANH THƯƠNG MẠI LỘC LINH,,"CV 4020/CSKT-P5, Bộ CA",,,,,,
1480,0316217707,CÔNG TY TNHH THƯƠNG MẠI ĐẦU TƯ SONG THỦY,,"CV 4020/CSKT-P5, Bộ CA",,,,,,
1481,0303786216,CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI HOA SEN VÀNG,,"CV 4020/CSKT-P5, Bộ CA",,,,,,
1482,0310794602,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ ĐẦU TƯ PHÁT TRIỂN TRÚC QUANG,,"CV 4020/CSKT-P5, Bộ CA",,,,,,
1483,0312723332,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ ĐẦU TƯ PHÁT TRIỂN NHẤT THIÊN AN,,"CV 4020/CSKT-P5, Bộ CA",,,,,,
1484,0312595320,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ MAI CẨM THÚY,,"CV 4020/CSKT-P5, Bộ CA",,,,,,
1485,0312398812,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ ĐẦU TƯ XÂY DỰNG THANH HÀ,,"CV 1475/CQQCSĐT-ĐTKT, CA Quận Bình Tân",,,,,,
1486,0312894987,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI GỖ ASIA,,"CV 1475/CQQCSĐT-ĐTKT, CA Quận Bình Tân",,,,,,
1487,0313803894,CÔNG TY TNHH SẮT THÉP & CƠ KHÍ NGUYỄN HÙNG,,"CV 1475/CQQCSĐT-ĐTKT, CA Quận Bình Tân",,,,,,
1488,0313825295,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ TOÀN DƯƠNG NGUYỄN,,"CV 1475/CQQCSĐT-ĐTKT, CA Quận Bình Tân",,,,,,
1489,0314653722,CÔNG TY TNHH MÁY MÓC THIẾT BỊ LINH KIỆN ĐIỆN TỬ THANH NGÂN,,"CV 1475/CQQCSĐT-ĐTKT, CA Quận Bình Tân",,,,,,
1490,0315212946,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ HỮU ĐẠT NGUYỄN,,"CV 1475/CQQCSĐT-ĐTKT, CA Quận Bình Tân",,,,,,
1491,0315211780,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ MAY MẶC THU VÂN,,"CV 1475/CQQCSĐT-ĐTKT, CA Quận Bình Tân",,,,,,
1492,0315288430,CÔNG TY TNHH PHÁT TRIỂN THƯƠNG MẠI DỊCH VỤ HỒNG NAM,,"CV 1475/CQQCSĐT-ĐTKT, CA Quận Bình Tân",,,,,,
1493,0313279712,CÔNG TY TNHH THƯƠNG MẠI HOÀNG PHÚ HẢI,,"CV 1475/CQQCSĐT-ĐTKT, CA Quận Bình Tân",,,,,,
1494,0313701821,CÔNG TY TNHH VẬN TẢI SAO ÁNH DƯƠNG,,"CV 1475/CQQCSĐT-ĐTKT, CA Quận Bình Tân",,,,,,
1495,0315040091,CÔNG TY TNHH DỊCH VỤ VẬN TẢI PHÚC DUNG,,"CV 1475/CQQCSĐT-ĐTKT, CA Quận Bình Tân",,,,,,
1496,0310516193,CÔNG TY TNHH DỊCH VỤ XÂY DỰNG VĂN NGUYÊN,,"CV 1475/CQQCSĐT-ĐTKT, CA Quận Bình Tân",,,,,,
1497,0314170034,CÔNG TY TNHH TRUYỀN THÔNG VÀ QUẢNG CÁO PHÚ CƯỜNG,,"CV 1475/CQQCSĐT-ĐTKT, CA Quận Bình Tân",,,,,,
1498,0314844117,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ GIAO NHẬN VẬN TẢI CƯỜNG THỊNH,,"CV 1475/CQQCSĐT-ĐTKT, CA Quận Bình Tân",,,,,,
1499,0314014839,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VIỆT TRƯƠNG,,"CV 1475/CQQCSĐT-ĐTKT, CA Quận Bình Tân",,,,,,
1500,0314451758,CÔNG TY TNHH CƠ KHÍ SẮT THÉP HOÀNG CƯỜNG,,"CV 1475/CQQCSĐT-ĐTKT, CA Quận Bình Tân",,,,,,
1501,0108532031,CÔNG TY TNHH THƯƠNG MẠI ĐẦU TƯ XÂY DỰNG VÀ VẬN TẢI THANH XUÂN,,DN rủi ro mua bán hóa đơn theo Công văn 1798/TCT-TTKT ngày 16/5/2023.,,,,,,
1502,0108984447,CÔNG TY TNHH DU LỊCH KHÁCH SẠN NHÀ HÀNG VẠN HOA,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1503,0109038876,CÔNG TY TNHH TM DV VÀ BÁN BUÔN MÁY MÓC PHỤ TÙNG VĂN BÍNH,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1504,0108497531,CÔNG TY TNHH TM DV KIM ĐỨC,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1505,0108272880,CÔNG TY TNHH THƯƠNG MẠI SẢN XUẤT GỖ HOÀNG LONG,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1506,0108993755,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VẬN TẢI TÂN NGUYỄN,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1507,0107977990,CÔNG TY TNHH TM DV ĐỨC ĐOÀN,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1508,0108366761,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ VLXD VÀ XÂY DỰNG THẾ TOÀN,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1509,0108958937,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VẬN TẢI VÀ CỨU HỘ LẬP PHẠM,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1510,0107577054,CÔNG TY TNHH THƯƠNG MẠI VÀ XUẤT NHẬP KHẨU MINH PHÁT VIỆT NAM,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1511,0108248856,CÔNG TY CỔ PHẦN XNK VÀ KINH DOANH NHIÊN LIỆU PETRO,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1512,0305841857,CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI VẬN TẢI VÀ SAN LẤP MIỀN NAM,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1513,0312984422,CÔNG TY TNHH CUNG ỨNG LAO ĐỘNG QUỲNH THY,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1514,0310998363,CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI VÀ XD VIỆT TÍN,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1515,0315394301,CÔNG TY TNHH TMDV NHÀ HÀNG KHÁCH SẠN SÔNG TRÀ,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1516,0316482896,CÔNG TY TNHH TMDV NHÀ HÀNG KHÁCH SẠN NGUYỆT MINH,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1517,0316351131,CÔNG TY TNHH TMDV NHÀ HÀNG KHÁCH SẠN MỸ LIÊN,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1518,0316237301,CÔNG TY TNHH TMDV NHÀ HÀNG KHÁCH SẠN TRẦN BÌNH,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1519,0315605062,CÔNG TY TNHH TMDV VÀ NHIÊN LIỆU NHUẬN HÒA,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1520,0316433592,CÔNG TY TNHH SẢN XUẤT BAO BÌ VÀ KD HÓA CHẤT HOÀNG CHÂU,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1521,0310994697,CÔNG TY TNHH TMDV VẬN TẢI NHIÊN LIỆU CHÍ TÀI,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1522,0314257535,CÔNG TY TNHH ĐẦU TƯ SẢN XUẤT CÔNG NGHIỆP NHỰA ANH KHÔI,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1523,0302698292,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ TRUYỀN THÔNG QUẢNG CÁO TÔ DUNG,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1524,0312520942,CÔNG TY TNHH TƯ VẤN XÂY DỰNG THƯƠNG MẠI NGỌC LANG,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1525,0315435406,CÔNG TY TNHH TMDV THIẾT KẾ XÂY DỰNG SONG NGUYÊN,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1526,0314098412,CÔNG TY TNHH ĐẦU TƯ THIẾT KẾ XÂY DỰNG KIẾN CƯỜNG,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1527,0314187140,CÔNG TY TNHH GIẢI PHÁP ĐIỆN TẦM CAO,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1528,0315946591,CÔNG TY TNHH TMDV SẢN XUẤT THIẾT BỊ ĐIỆN HIỆP ĐOÀN,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1529,0310937970,CÔNG TY TNHH THIẾT KẾ XÂY DỰNG ĐẮC HỒNG TÂM,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1530,0314966531,CÔNG TY TNHH ĐTPT KỸ THUẬT XÂY DỰNG HƯNG THUẬN,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1531,0314506573,CÔNG TY TNHH TMDV VÀ XÂY DỰNG HOÀNG DƯƠNG,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1532,0316047822,CÔNG TY TNHH TMDV XÂY DỰNG MINH HOÀNG,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1533,0313479246,CÔNG TY TNHH PHÁT TRIỂN ĐẦU TƯ XÂY DỰNG THƯƠNG MẠI VIỆT ĐỨC,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1534,0314728826,CÔNG TY TNHH ĐTTM VÀ XÂY DỰNG TRUNG HIẾU,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1535,0312537086,CÔNG TY TNHH TMDV VÀ ĐẦU TƯ XÂY DỰNG THỦY TIÊN,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1536,0314641124,CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG THƯƠNG MẠI LOAN HOÀNG,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1537,0314825604,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ NHỰA ANH TÀI,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1538,0315780378,CÔNG TY TNHH THƯƠNG MẠI VÀ SẢN XUẤT NHỰA THIỆN PHÁT,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1539,0315308542,CÔNG TY TNHH TMDV NHỰA ZENVIET,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1540,0316329880,CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI VÀ DỊCH VỤ SGN VIỆT NAM,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1541,0315962434,CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI VÀ DỊCH VỤ GMS,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1542,0315032005,CÔNG TY TNHH TMDV HỒNG KẾ ANH,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1543,0314489053,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI NHIÊN LIỆU KIM LIÊN,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1544,0314602492,CÔNG TY TNHH TƯ VẤN THƯƠNG MẠI DỊCH VỤ MINH NGỌC,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1545,0315860464,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VÀ ĐẦU TƯ TUẤN VIỆT,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1546,0312556748,CÔNG TY TNHH TM DV ĐẦU TƯ BÍCH LINH,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1547,0313178104,CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI DỊCH VỤ XUẤT NHẬP KHẨU TÂN HẢI,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1548,0313645493,CÔNG TY TRÁCH NHIỆM HỮU HẠN CHẾ BIẾN GỖ NỘI THẤT HOÀNG ANH SÀI GÒN,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1549,0314981064,CÔNG TY TNHH THƯƠNG MẠI SẢN XUẤT VÀ CHẾ BIẾN GỖ TÍCH HỢP,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1550,0313211111,CÔNG TY TNHH CHẾ BIẾN GỖ VÀ NỘI THẤT THÔNG NGUYỄN,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1551,0315019501,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ SẢN XUẤT VÀ CHẾ BIẾN GỖ HOÀNG NAM,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1552,0312861565,CÔNG TY TNHH TMDV VẬN TẢI TUYẾT VÂN,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1553,0313966320,CÔNG TY TNHH KDTM VÀ BẤT ĐỘNG SẢN DU MIÊN,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1554,0314727519,CÔNG TY TNHH SXTM THIẾT BỊ CƠ KHÍ THÀNH CÔNG,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1555,0315282950,CÔNG TY TNHH CƠ KHÍ XÂY LẮP MIỀN NAM,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1556,0314535408,CÔNG TY TNHH CÔNG NGHỆ MÁY VÀ CƠ KHÍ CHÍNH XÁC THÁI BÌNH,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1557,0316058630,CÔNG TY TNHH TMDV THIẾT BỊ VPP THANH NHÂN,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1558,0312998880,CÔNG TY TNHH ĐẦU TƯ TMDV VÀ CƠ KHÍ MÁY MÓC THÀNH VŨ,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1559,0314419930,CÔNG TY TNHH TMDV XÂY DỰNG VÀ VẬN TẢI TRUNG NGUYỄN,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1560,0316346413,CÔNG TY TNHH VẬN TẢI TUẤN TUẤN TÚ,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1561,0315428374,CÔNG TY TNHH CHẾ BIẾN GỖ VÀ NỘI THẤT CHU PHÁT,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1562,0314195631,CÔNG TY TNHH TMDV SẢN XUẤT LINH KIỆN NGŨ KIM,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1563,0311502147,CÔNG TY TNHH TMDV VẬN TẢI KIM HOÀNG,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1564,0312717579,CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI DỊCH VỤ SẮT THÉP ĐÔNG ẤN,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1565,0314521589,CÔNG TY TNHH THIẾT KẾ TM DV XÂY DỰNG KIM HOA,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1566,0313221487,CÔNG TY TNHH TM DV XÂY DỰNG CƠ ĐIỆN BẢO NHUNG,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1567,0315707635,CÔNG TY TNHH MÁY MÓC THIẾT BỊ PHỤ TÙNG Ô TÔ CƯỜNG ANH,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1568,0316241812,CÔNG TY TNHH TMDV QUẢNG CÁO VÀ IN ẤN THỦY HÀ,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1569,0316296603,CÔNG TY TNHH SẢN XUẤT CƠ KHÍ THIẾT BỊ NGŨ KIM VN,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1570,0314567921,CÔNG TY TNHH DU LỊCH VÀ NHÀ HÀNG BỐN MÙA HUỲNH NHƯ,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1571,0314077236,CÔNG TY TNHH SẢN XUẤT VÀ CHẾ BIẾN GỖ KHANG NHIÊN,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1572,0315034274,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI NHIÊN LIỆU NGỌC ĐỨC,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1573,0315096538,CÔNG TY TNHH TMDV NHÀ HÀNG ẨM THỰC THIÊN THANH,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1574,0313274143,CÔNG TY TNHH TMDV XUẤT NHẬP KHẨU THĂNG TIẾN,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1575,0315892378,CÔNG TY TNHH TMDV NGỌC OANH,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1576,0305075391,CÔNG TY TNHH DỊCH VỤ THƯƠNG MẠI THANH DŨNG SÀI GÒN,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1577,0314799129,CÔNG TY TNHH DỊCH VỤ THƯƠNG MẠI CAMELIA VIỆT NAM,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1578,0315648732,CÔNG TY TNHH DỊCH VỤ THƯƠNG MẠI NGỌC LÝ SÀI GÒN,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1579,0314524325,CÔNG TY TNHH SẢN XUẤT TMDV KIM HỒNG,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1580,0315416530,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ SAN LẤP VÀ VẬN TẢI ĐÔNG NAM BỘ,,DN rủi ro mua bán hóa đơn theo Công văn số 3385/TCT-TTKT,,,,,,
1581,3702196937,CÔNG TY TNHH MTV THƯƠNG MẠI DỊCH VỤ ĐẠI PHƯỚC,44995,DN rủi ro mua bán hóa đơn theo Công văn 2937/CV-ĐCSKT-MT của Công an thị xã Nghi Sơn,,,,,,
1582,0312595874,CÔNG TY TNHH  THƯƠNG MẠI DỊCH VỤ VẬN TẢI LONG HẢI LOGISTICS,45237,DN rủi ro mua bán hóa đơn theo Công văn 2937/CV-ĐCSKT-MT của Công an thị xã Nghi Sơn,,,,,,
1583,0314328031,CÔNG TY TNHH SẢN XUẤT DỊCH VỤ THƯƠNG MẠI  XUẤT NHẬP KHẨU SONG VINH,30/06/2022,DN rủi ro mua bán hóa đơn theo Công văn 2937/CV-ĐCSKT-MT của Công an thị xã Nghi Sơn,,,,,,
1584,0314981096,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ XÂY DỰNG PHÁT KIÊN,30/09/2022,DN rủi ro mua bán hóa đơn theo Công văn 2937/CV-ĐCSKT-MT của Công an thị xã Nghi Sơn,,,,,,
1585,0315034316,CÔNG TY TNHH IN ẤN QUẢNG CÁO VÀ TRUYỀN THÔNG PHÁT ĐẠT,16/05/2023,DN rủi ro mua bán hóa đơn theo Công văn 2937/CV-ĐCSKT-MT của Công an thị xã Nghi Sơn,,,,,,
1586,0315096249,CÔNG TY TRÁCH NHIỆM HỮU HẠN  THƯƠNG MẠI PHAN Á,26/09/2023,DN rủi ro mua bán hóa đơn theo Công văn 2937/CV-ĐCSKT-MT của Công an thị xã Nghi Sơn,,,,,,
1587,3702684571,CÔNG TY TNHH NHÀ HÀNG KHÁCH SẠN VÀ DU LỊCH HƯƠNG VIỆT,45566,DN rủi ro mua bán hóa đơn theo Công văn 2937/CV-ĐCSKT-MT của Công an thị xã Nghi Sơn,,,,,,
1588,0315207706,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ THU ANH,44873,DN rủi ro mua bán hóa đơn theo Công văn 2937/CV-ĐCSKT-MT của Công an thị xã Nghi Sơn,,,,,,
